# transaction commits
# froto: from or to whom coins received or sent
# coins: number of coins received
# commit: commit hash

item,datetime,froto,coins,description,balance,credit,debt,commit
1,2023-07-03 17:46:24,vinneenguyen,-1,1 day of development,-1,0,1,7a6fda36f1d970ab3d133bfa78cca5d52db352b4
